,latitude,longitude
449041,55.22393,12.18051
215296,55.45914499999999,9.880859
333986,55.699284,8.759978
479245,56.409378000000004,10.564962
174493,54.944419999999994,12.229875999999999
489528,55.679095999999994,12.545282
188356,55.088215000000005,9.454875999999999
38912,55.502617,8.448801
303088,55.628666,12.062757000000001
384635,55.583659999999995,8.421045
465392,56.046046999999994,9.928962
123320,55.73806999999999,12.578444000000001
208143,56.36459,10.814283
344989,55.79075,12.533161
317187,56.05415,8.113988
157889,56.9843,9.462166
269964,55.69585,9.551867
278330,55.450462,11.890839
267035,55.37209300000001,10.059633
481699,55.844715,12.418594
289289,55.650463,12.294395
221014,56.321667000000005,10.052021
252272,55.796040000000005,12.488163
372486,55.959488,12.524638000000001
370698,55.650769999999994,12.549918
240577,55.387240000000006,10.456335000000001
233924,55.72765,9.138834
227604,54.66616,11.367636
285428,57.3271,10.500873
242037,55.973369999999996,12.410369000000001
19786,56.35375,9.586229
60710,55.67194,12.332174
350508,56.73376,9.300529
421066,55.34429,10.186128
262300,55.10955,11.826872999999999
465411,55.53599499999999,9.610824000000001
311418,55.95307,11.465677000000001
393617,57.14289,9.476709
386909,55.01006700000001,11.919653
482859,55.678753,12.087289
285308,55.69375,8.991778
106442,56.56651,8.295001
73611,56.064682,9.99207
351347,55.624072999999996,12.383693
429854,56.13072,10.107312
381237,55.751514,11.312559
223719,55.62826,12.063857
198633,55.733105,11.082088
169149,55.307469999999995,10.479004
136908,55.428425,9.463113
86059,56.750533999999995,8.772683
213509,56.1776,9.564571
278772,55.490925,12.172589
97012,56.171172999999996,10.136778999999999
19585,56.470375,10.042172
183868,55.665916,12.553654
323989,56.10743000000001,12.2108
205361,54.90749,9.794584
114532,56.673244,9.852647
370026,55.9652,12.525637
464375,57.513573,10.032602
370855,55.18011,11.868606
368861,56.79074,9.688253
167875,56.15441,9.925789
113329,56.889106999999996,9.784438
116137,54.694419999999994,11.728534
388486,54.96363,9.960746
332522,55.064102,10.6403265
173563,57.596869999999996,10.417456
99199,55.634205,12.067272
282997,56.144478,9.594492
470445,54.579280000000004,11.929894
198298,56.449290000000005,10.04385
253577,57.45196,10.001132
456845,55.27528,10.105125
139212,55.81581,12.372313
93059,55.64453,9.642458999999999
205277,55.589490000000005,9.771125
394972,57.013059999999996,10.060777
384481,55.58668,9.755108
481207,54.888714,12.033676
214750,56.165656999999996,10.229491000000001
56143,55.652374,12.2933
396293,56.074852,12.434567999999999
4160,55.9909,11.911921000000001
215916,55.073769999999996,14.837138000000001
413171,56.455259999999996,9.443074000000001
189469,56.807663,9.507244
356193,55.664547,12.188261
89756,55.72056,9.500417
118539,55.617653000000004,9.32527
203362,55.497746,8.399245
449450,55.881042,9.922725
260261,55.625904000000006,12.384475
391884,56.158730000000006,9.513388
200231,55.593304,12.662191
14804,56.146347,10.195436500000001
212308,56.26908,9.66347
66615,55.841877000000004,12.174033
291293,55.953340000000004,11.85257
192493,55.710544999999996,9.544322
451546,55.63746999999999,9.427067999999998
220218,56.08191,12.5176325
404461,55.930767,12.295125
461233,56.51379,10.623549
94414,55.31501,10.542953500000001
230235,55.700880000000005,9.5251045
228556,55.969837,8.140784
55615,57.327053,10.500441
191653,56.49032,8.210381
339380,56.951622,9.506378
382163,55.090106999999996,14.706498999999999
429928,56.296192000000005,10.443662
392042,57.31081999999999,11.079634
286888,55.855453000000004,12.058007
495392,55.75874,12.594215
381130,55.852382999999996,11.517433
235226,56.157776,9.908433
14361,55.693619999999996,12.460211
377171,56.443176,9.354925
238903,56.481148,9.891349
341493,55.48,9.445780000000001
342211,55.371662,9.051944
219411,55.173156999999996,11.982028999999999
130442,55.449180000000005,10.652833
220222,56.170784,10.137443
375423,57.074985999999996,9.904109
196955,55.583515000000006,12.641608
447904,55.681038,12.544383
348127,56.19379,9.581766
324549,55.980909999999994,12.170603
408529,55.327884999999995,10.443052
199900,55.156845,8.958677999999999
189571,55.64558,12.059821000000001
251196,57.54008,10.090179
263129,55.446445,12.164715
123765,55.400546999999996,10.391125
467134,56.143657999999995,9.272860000000001
283562,56.647059999999996,9.807386
383365,56.033590000000004,10.184255
171887,55.47201999999999,8.876797999999999
98105,55.790516000000004,12.516928
230357,56.416824,10.893078
133564,55.285396999999996,10.375797
163699,55.661873,12.602917999999999
398101,55.069233,8.948041
438866,54.665066,11.733801
480263,55.55011999999999,9.700237
375068,55.185825,9.573049000000001
232222,55.68646999999999,12.465355
86060,55.53499,12.20433
492796,55.923378,9.841173
130484,54.765519999999995,11.763411
177974,56.088303,10.148627000000001
170095,56.015434,12.588888
197305,55.955830000000006,8.9656515
9041,55.71215,12.561603
148500,55.958096,11.443401
342878,55.752903,12.494752
425608,55.698368,12.583692
160234,55.57362,12.272753999999999
396967,56.36510500000001,8.69065
470001,56.056816000000005,12.089915
309799,55.15325,15.077173000000002
152135,55.509007,10.042189
387881,56.160633,10.213693
5038,55.84646,9.386467
480512,55.752155,12.521038
170784,56.03163000000001,10.18465
137425,55.474785,9.487269
134583,56.469469999999994,8.687619
40372,56.230290000000004,10.306047999999999
65943,55.32076,10.794681
202157,55.41461999999999,10.400127000000001
439503,55.747818,12.541373
482966,55.77989,11.870411
303761,55.796925,12.437939
305320,55.044056000000005,11.833339
269576,55.591278,12.650708999999999
388869,55.830555000000004,11.385354
459928,56.32192,10.029478
11704,57.437042000000005,9.9716215
243778,55.41308000000001,10.405305
391341,55.71411,9.535877000000001
492976,55.717342,11.710903
459624,55.787519999999994,12.593904
452687,55.675762,12.517267
375580,55.646564,12.608893
232010,55.32617,11.970521000000002
191168,55.692776,12.480756
259860,55.846340000000005,12.416503
245984,55.990030000000004,12.545729
154828,57.048435,9.893487
376692,57.106976,9.816925999999999
480496,55.679928000000004,12.453147999999999
265594,56.455344999999994,10.818585
397487,55.891059999999996,10.1767235
56876,55.69582,12.447484
141612,55.929237,11.65019
422440,56.192192000000006,10.090563000000001
85744,55.253525,11.764733
44578,56.163116,10.172195
330748,56.32201800000001,8.705966
175074,54.981342000000005,9.622579
386132,55.59934200000001,9.402718
360410,55.659583999999995,12.622996
52104,57.034195,10.353241
488838,55.63118000000001,8.46226
342107,55.155167000000006,8.521164
181991,55.64575,12.292176
87936,56.01781,12.196606
374381,56.32133,8.707511
299999,55.909580000000005,12.052372
204876,55.040806,10.601980000000001
179438,56.160126,8.917741
243781,55.661483999999994,11.926060000000001
478598,55.32356600000001,8.778652000000001
234228,56.371506000000004,9.637269
33394,55.303734,10.467849000000001
209617,55.2022,11.959479
170334,55.617867000000004,8.332612
112065,56.879658,9.217279
423956,55.703514,12.585046
180883,56.354896999999994,9.634316
126120,55.735603000000005,11.696779
408490,55.850212,12.363456
470554,56.204330000000006,10.210936
350115,56.17402,10.649732
432192,55.7303,12.527623
334740,55.41875,12.234539999999999
405640,55.206284,11.752912
10433,55.91370799999999,12.4945135
231506,55.632637,12.578109
471661,55.52356999999999,10.399455
419003,55.65886,12.567971
386001,56.42624300000001,10.085261000000001
146479,55.968773,9.757303
52782,56.378161999999996,8.572908
345466,55.757465,12.390187
36099,55.73163,9.534525
248317,55.642033,12.091892
221069,55.340275,11.142086
24037,55.54683299999999,11.71503
325230,55.912155000000006,12.48595
361477,55.480854,10.450983
4941,57.12976999999999,9.969214
354259,54.91471,9.804349
110874,55.77855699999999,8.90292
393803,55.85813,12.329697
162678,55.65385,12.127707000000001
411525,55.62315,12.573953
310545,55.77327,12.056455
121774,55.522456999999996,11.49842
337149,55.6729,12.499514999999999
419767,55.757153,12.563592
122317,55.55874,12.029788
74902,55.531394999999996,8.352514999999999
363172,55.70539,12.525511999999999
130186,55.703934,12.43595
285051,55.06065400000001,15.129579000000001
147774,56.144867000000005,8.988931
477193,55.842456999999996,11.501635
120996,56.10929,12.22241
293655,55.63260699999999,11.161952000000001
494337,55.832268000000006,12.516079
419549,57.727256999999994,10.574878
24359,55.9788,10.178353999999999
288050,55.999973,11.935315
226535,56.03836999999999,10.098623
340695,56.374058,9.5789585
365713,55.42708199999999,8.381426
149971,55.477726000000004,9.505815
29274,57.727990000000005,10.528307
158086,55.899806999999996,9.829706
244321,55.69735,12.590306
230854,56.046783,10.263736
108786,57.28516,10.096563
104989,55.653236,12.622175
207059,54.67135,11.481848
316913,55.469524,9.144621
293759,56.964825,9.253347
301959,55.647819999999996,11.56597
214705,55.400406000000004,11.561964
70929,56.61033199999999,8.5900345
204495,55.564994999999996,9.494326
182482,55.405983,10.402949000000001
56526,55.82605699999999,12.427909
287452,55.44965,10.653624
479431,54.937984,11.198377
389099,55.15679,8.771182000000001
496775,55.26494,9.882978
416206,56.154114,10.187517999999999
301687,54.733256999999995,11.137450999999999
347698,56.342117,8.664019
275742,55.694454,12.524564
144243,56.58197,9.494952
139365,55.70358,11.759326
320359,55.86832,9.907150999999999
244800,55.685469999999995,12.492378
419740,55.19805,9.203675
72873,55.570319999999995,12.229253
300154,57.01296,9.940014
495752,55.682747,12.490032000000001
316740,55.08324,9.455781
229610,55.466053,8.461991000000001
348347,57.360928,9.708587
279160,57.407642,9.80899
197832,56.157017,10.682624
232867,56.35544,8.612662
169273,54.8994,11.940478
423818,55.308006000000006,10.792561
222543,55.41555,12.250693
295132,56.288371999999995,10.531033
218493,55.3083,9.141156
107962,56.856205,9.217669
7046,56.85395,8.699729
314031,55.677063000000004,12.594991
121165,55.688877000000005,11.082412
290792,55.658325,12.570388000000001
197590,55.75974,12.569342
464943,55.550357999999996,11.169486000000001
199549,55.158813,8.957844
126860,55.673719999999996,12.575924
272934,55.95956999999999,12.527955
234367,56.36639,8.431502
419873,55.62899399999999,12.497854
179812,55.515083,10.393085000000001
413214,57.15792,9.960658
394686,57.05124300000001,9.905426
475539,55.455009999999994,10.65793
220523,56.401672,10.912467
270290,55.68317,12.574431
100039,56.130596,9.552769999999999
426942,55.648838,12.40283
27326,55.539035999999996,9.788155999999999
284894,55.505343999999994,9.433736
308024,55.276093,11.800566
407323,55.688244,12.517014
81607,57.27737,10.369357
478768,55.564793,11.964291000000001
163422,55.763653000000005,12.194084
278678,54.72059599999999,11.661709
84333,55.831425,12.078005000000001
124620,55.986259999999994,10.133741
457502,56.42505,10.884644999999999
240600,56.63010799999999,9.803416
388968,55.72806,12.584406
151333,56.68470799999999,10.045297999999999
283058,55.686264,12.586606
414574,55.948719999999994,9.119207000000001
476142,57.331309999999995,10.523368
438374,55.42470600000001,10.4391
318059,56.620647,8.193423
340832,55.727703000000005,12.582192
379122,57.0337,9.870281
132040,55.696815,12.540596
174336,56.037354,12.440408999999999
215093,56.368083999999996,8.627814
344855,55.234244999999994,11.735804
115206,55.848766000000005,12.044611999999999
217294,55.428104000000005,8.382515
436395,56.71366999999999,10.102224
303126,55.886269999999996,12.50276
392325,55.793552000000005,12.476859
240436,57.328274,10.194912
1514,56.230259999999994,10.638777000000001
200208,55.930035,11.944147000000001
164715,55.811813,12.497966
88728,55.747654000000004,12.100508999999999
40230,55.682625,12.523175
158379,55.522006999999995,12.207972999999999
426114,55.352509999999995,9.13775
165724,55.711926,11.62677
180839,55.741413,12.566235
301284,55.44651999999999,10.180169
465793,56.343869999999995,8.344591000000001
231742,55.8408,11.488579
74130,55.715565000000005,11.383372999999999
58575,55.644557999999996,12.285722
334447,56.253593,10.027855
139202,55.473755000000004,8.440741000000001
158053,56.408714,10.913784
381610,55.394059999999996,10.409189
699,55.887572999999996,12.505201
303675,55.5173,9.854564
356162,55.650703,8.687043
302159,56.460106,9.417336
199669,55.479664,9.017967
291033,55.24021,11.786394
134849,55.64226,12.261919
288615,55.781128,12.464261
495956,56.053523999999996,9.982535
234798,55.897472,9.762255999999999
320897,55.042725,10.142909
148676,56.088930000000005,10.124087
84300,55.237354,10.497449000000001
287741,55.66731600000001,12.581824000000001
1188,55.649296,12.136598
458012,55.61395,9.564072999999999
432923,57.14951,9.3655615
344046,56.54296,10.362605
283550,55.55611999999999,10.038674
248763,54.916073,12.056751
269460,54.874016000000005,11.087073
490341,57.00915,9.941033000000001
489456,57.0183,10.354009
9483,56.974125,10.296813
39041,55.63553,12.468828
216471,57.029987,9.908453
101658,55.700306000000005,12.590853
271018,55.68999,12.46988
301424,56.20463,10.133037
92206,55.90886,11.529347
126535,55.759345999999994,12.560645
265531,55.44315,11.210008
79596,55.770340000000004,12.095982000000001
140317,55.33027,11.136846
491810,54.88960600000001,9.673424
238036,55.22749,11.743953
337484,55.733376,9.116169000000001
397835,55.333263,10.316373
327496,56.11824,10.182436000000001
449022,55.72645,9.607215
237094,55.48576,9.768597999999999
151299,56.636875,9.769522
396248,56.071884,9.940601
999,55.685024,12.548184
210832,56.244904000000005,9.713424
165613,55.705769999999994,12.583746000000001
142187,56.641845999999994,9.146947
195857,55.546530000000004,11.16878
303234,55.91174300000001,12.507636999999999
310900,55.49841,9.470591
125959,56.16339,10.228458999999999
192341,57.010932999999994,9.975904
417442,55.700869999999995,12.520082
137773,54.91389,9.892422999999999
368388,56.012188,12.576038
291566,55.55078,8.121258000000001
451915,56.109352,10.184991
25588,55.47258000000001,8.439791
191982,55.7913,12.454653
364133,55.68374,12.523922
51333,56.764835,9.822242999999999
472120,55.37504200000001,10.105066
201101,55.280636,10.110735
441292,55.47908,9.13782
94014,56.352394,9.517788000000001
404250,55.767543999999994,12.481498
217951,55.268204000000004,9.894248
73101,55.619069999999994,9.299118
467868,55.50845699999999,9.884764
55949,55.391144,10.395667
197339,55.57909,12.298339
158551,55.425082999999994,10.476825
271322,55.69086,12.512185
47484,56.176125,9.890189999999999
146517,55.672577000000004,9.565111
186196,55.62633,12.492939
263228,55.849373,9.828452
73738,56.306973,9.593553
410206,56.161175,10.213392
305780,55.05470699999999,10.613456
22820,55.780552,12.1655245
203745,56.016932999999995,12.0681925
441790,55.478065,11.450863
121979,54.90720699999999,9.582577
373734,55.838234,8.917746000000001
99962,56.378043999999996,8.570423
234728,55.682069999999996,12.516475
62361,55.791786,12.461861
499817,56.033730000000006,10.190195
270915,55.707159999999995,12.492836
425139,55.69795,12.534703
119230,56.47367,10.05525
330845,55.624905000000005,12.492938
295987,56.71245,9.365373
33649,55.97384,12.020842
105909,56.061775,12.07633
21132,55.393147,10.408582000000001
490974,55.67634,12.469097999999999
15975,55.696476000000004,12.513284
364264,54.876357999999996,9.929363
431359,55.363422,10.346475
75370,55.600356999999995,11.637016000000001
268518,55.534859999999995,9.729597
261011,55.510567,8.388657
265169,55.365055000000005,10.4024105
473185,55.720046999999994,11.44795
281101,55.086643,8.549431
62193,55.087208,10.270183
8,55.060140000000004,15.130699
316815,55.65749399999999,12.561588
49238,56.957195,8.715263
477472,55.02901,12.110696
95490,55.418617000000005,10.356395
353032,55.51141,9.763367
237658,55.577705,9.769435000000001
335456,55.0037,11.976028999999999
390064,56.176323,9.508994
282533,55.68128000000001,12.506308
396833,55.646492,12.605627
267400,55.300667000000004,9.35038
311797,55.36962,9.609246
63720,55.680088,12.453113
40501,55.67235,12.343755
117938,57.314907,10.10506
452197,55.45729,10.211176
45369,54.699659999999994,11.969002
71991,55.701363,12.476992999999998
380338,57.051190000000005,9.917797
307108,55.761883,12.526127
35463,55.609962,12.589447999999999
62396,55.63616,12.493464
237262,55.84899,8.282589999999999
375720,55.249653,14.82961
91432,54.866890000000005,12.085731
112115,55.66737,12.510583
397448,54.699833,11.627436
73937,55.705734,12.492011999999999
103190,55.836224,12.420986
418627,55.743559999999995,12.578758
234296,55.42097,9.272816
360429,56.592228000000006,9.496297
161784,55.451202,12.191533999999999
33624,56.11249,10.206918
422294,55.612854000000006,8.498142999999999
403234,56.6551,8.934206
290507,57.025321999999996,9.901033
164700,55.582133999999996,12.262925
49282,55.50898000000001,9.886375
2416,55.666256000000004,12.59468
118689,55.34134,11.136237
422933,55.905640000000005,12.051082000000001
404846,55.640617000000006,12.445661
491911,54.918602,9.685649
189437,56.97931,10.301058
214103,55.434692000000005,11.78417
79221,55.796580000000006,12.157242
348475,55.682182,12.489735000000001
485154,56.68903,9.230253
377133,55.098675,14.697292000000001
291095,55.934844999999996,12.164166999999999
261819,56.022816000000006,12.593891000000001
193721,56.15063000000001,10.199023
61516,55.33803,11.738545
138610,55.74142,12.313872
427740,55.08775,14.794984
122305,56.1284,10.153099000000001
153132,55.677482999999995,12.489745
358419,55.87141,9.613052
156939,57.310802,9.971815
146468,55.949055,11.859809
400265,56.255244999999995,10.305556
406074,55.928417,12.305764
119759,56.30894,9.785554
471861,55.78331,12.171738000000001
372605,55.676388,12.534996000000001
77871,55.692204000000004,12.558839
25661,55.069767000000006,14.741024
15431,55.596012,12.669493
280175,55.64362,9.739239999999999
118862,56.263115,8.791303
332173,55.045204000000005,10.615733
190902,55.03765,9.794528
349034,56.04605,12.167587
362509,55.32151999999999,11.930219000000001
456417,56.559113,9.404856
80136,55.57271,12.271365
366504,56.08165699999999,10.147769
108905,55.694297999999996,12.53246
57873,55.968784,9.8742485
353487,55.71094,12.560155
299339,54.805553,11.430156
441979,56.202369999999995,9.008382000000001
48061,55.071686,10.460389
118793,55.904343000000004,12.329657000000001
280462,55.306945999999996,10.772211
18166,55.514736,10.675121
491262,56.198723,10.194881
24415,55.926373,11.934986
313804,54.763977000000004,11.882311999999999
209179,55.663222999999995,12.628810000000001
104802,54.976074,11.986358000000001
395307,54.858959999999996,11.119433
309601,57.08106,9.957091
195225,55.437946,10.370796
471963,55.833466,11.969475
243949,57.475986,9.987725
227450,56.15979,10.203014999999999
345997,55.749145999999996,8.92318
304248,55.036438000000004,11.955461
83103,55.103954,10.236709
324585,57.247074,9.589190499999999
413695,55.65271800000001,12.294941
96250,55.01185,11.903748
302958,55.672363,12.472221000000001
288131,56.5568,9.011856
365577,56.18387,9.559658
85616,55.62359,8.468842
139246,55.249035,12.121645
105606,55.66089,12.613271000000001
455869,55.502880000000005,9.37812
305038,54.69242,11.672134
196896,56.481342000000005,10.022274000000001
374249,57.03208000000001,9.954880000000001
47143,55.426205,9.927576
20431,55.926205,11.93246
196539,55.343563,10.365526
332721,57.042046,9.950271
408784,55.94412,11.733785000000001
267806,55.680156999999994,12.524647
46853,55.65003000000001,12.271839
265798,56.193142,9.809306
366670,55.521603000000006,10.401036999999999
498135,55.66973,12.4430275
107819,55.664744999999996,12.553032
126667,57.372776,9.962147
243863,56.482113,9.993797
426535,56.13746999999999,9.615153
424168,57.04603,9.93994
83457,55.45666,11.792474
58847,55.11411700000001,10.325983
134222,56.96176,9.804761
162337,56.807956999999995,10.1389885
364395,55.14354300000001,9.0152
74997,56.46294399999999,10.352212
303130,55.651256999999994,12.325032
335504,55.592926,9.430735
281965,55.659411999999996,12.60864
110711,57.452940000000005,9.972217
340670,55.716469999999994,9.53403
328605,54.896522999999995,9.445867
406442,56.579130000000006,9.448902
475322,55.001484,11.896993
373391,56.114178,12.230464999999999
353137,56.086056000000006,10.116385000000001
496754,55.271522999999995,9.180128999999999
166796,55.75889599999999,8.370158
76377,57.048878,9.943348
173928,54.897484,9.087724
187869,56.138603,8.981691
437131,57.072968,9.541205999999999
461320,55.682125,12.571903
493893,55.328644,11.955571
98271,56.190371999999996,10.091581
376550,56.495982999999995,9.585497
398745,56.689392000000005,9.328393
483673,55.561577,9.764978
299046,55.39204399999999,10.40393
33063,56.72003,10.113402
372077,55.40349200000001,11.355673
341803,55.24450699999999,10.474084
237356,55.925540000000005,12.305981
392262,56.216827,9.725771
266660,55.985546,12.004839
